Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg
cg24167897,chr15,63796719,Island,USP3,TSS200,hg19
cg05120028,chr20,52790712,Island,CYP24A1;CYP24A1,TSS200;TSS200,hg19
cg11096629,chr5,132148948,Island,ANKRD43,TSS200,hg19
cg02389270,chr19,18717781,Island,CRLF1,TSS200,hg19
cg08734618,chr5,110408916,Island,TSLP;TSLP,TSS200;Body,hg19
cg07372879,chr18,60190577,Island,ZCCHC2,TSS200,hg19
cg07834955,chr10,99531879,Island,SFRP5,TSS200,hg19
cg20752795,chr2,20866407,Island,GDF7,TSS200,hg19
cg22037593,chr5,132148963,Island,ANKRD43,TSS200,hg19
cg13845982,chr20,61051029,Island,GATA5,TSS200,hg19
cg14473102,chr2,176994448,Island,HOXD8,TSS200,hg19
cg08074851,chr2,47797590,Island,KCNK12,TSS200,hg19
cg03023068,chr2,27486122,Island,SLC30A3,TSS200,hg19
cg21035356,chr14,73360873,Island,DPF3,TSS200,hg19
cg09868336,chr3,68981866,Island,FAM19A4;FAM19A4,TSS200;TSS200,hg19
cg26917673,chr4,81952024,Island,BMP3,TSS200,hg19
cg27600205,chr4,134070416,Island,PCDH10;PCDH10,TSS200;TSS200,hg19
cg06235582,chr16,226668,Island,HBA1,TSS200,hg19
cg19657723,chr12,50451314,Island,ACCN2;ACCN2,TSS200;TSS200,hg19
cg09440095,chr4,164253767,S_Shore,NPY1R,TSS200,hg19
cg02325318,chr14,96505636,Island,C14orf132,TSS200,hg19
cg05949800,chr10,101292583,Island,NKX2-3,TSS200,hg19
cg07816687,chr16,67197186,Island,HSF4;HSF4;FBXL8,TSS200;TSS200;Body,hg19
cg14448169,chr7,120968904,N_Shore,WNT16;WNT16,TSS200;Body,hg19
cg09667023,chr2,158485571,Island,ACVR1C;ACVR1C;ACVR1C,TSS200;TSS200;TSS200,hg19
cg22871668,chr6,133562492,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg26337020,chr5,100239022,Island,ST8SIA4;ST8SIA4,TSS200;TSS200,hg19
cg18685408,chr10,124895448,Island,HMX3,TSS200,hg19
cg10539898,chr1,6526309,S_Shore,TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;PLEKHG5;TNFRSF25;TNFRSF25,TSS200;3'UTR;TSS200;3'UTR;3'UTR;TSS200;3'UTR;TSS200;3'UTR;TSS200;TSS200,hg19
cg10615414,chr20,37353096,Island,SLC32A1,TSS200,hg19
cg24141233,chr1,212781895,Island,ATF3;ATF3;ATF3,TSS200;TSS200;5'UTR,hg19
cg14182563,chr22,51039000,Island,MAPK8IP2,TSS200,hg19
cg26279550,chr12,66582805,Island,IRAK3;IRAK3,TSS200;TSS200,hg19
cg26075208,chr6,27799458,S_Shore,HIST1H4K,TSS200,hg19
cg12611423,chr6,1389966,Island,FOXF2,TSS200,hg19
cg18990313,chr8,38831598,Island,HTRA4,TSS200,hg19
cg01050423,chr2,103236078,Island,SLC9A2,TSS200,hg19
cg12954230,chr15,100882231,Island,ADAMTS17,TSS200,hg19
cg24989962,chr14,52734286,Island,PTGDR,TSS200,hg19
cg09205801,chr11,34378956,Island,ABTB2,TSS200,hg19
cg04481722,chr22,18893717,Island,DGCR6,TSS200,hg19
cg27469719,chr7,73134089,Island,STX1A;STX1A,TSS200;TSS200,hg19
cg03735847,chr1,860925,Island,SAMD11,TSS200,hg19
cg13724160,chr9,104500958,Island,GRIN3A,TSS200,hg19
cg07807575,chr7,17338230,N_Shore,AHR,TSS200,hg19
cg26673012,chr7,35293753,Island,TBX20;TBX20,TSS200;TSS200,hg19
cg12547474,chr10,90967157,N_Shore,CH25H,TSS200,hg19
cg13472656,chr22,25960710,N_Shore,ADRBK2,TSS200,hg19
cg12199378,chr17,8022237,Island,ALOXE3;ALOXE3,TSS200;TSS1500,hg19
cg07888856,chr6,137243386,Island,SLC35D3,TSS200,hg19
cg25933094,chr15,41786019,Island,ITPKA,TSS200,hg19
cg04996219,chr5,11904110,Island,CTNND2,TSS200,hg19
cg27087057,chr6,46703222,Island,PLA2G7;PLA2G7,TSS200;5'UTR,hg19
cg14207210,chr17,56833195,Island,PPM1E,TSS200,hg19
cg10941822,chr14,92414151,Island,FBLN5,TSS200,hg19
cg03337393,chr10,105253567,Island,NEURL,TSS200,hg19
cg07560825,chr10,112836681,Island,ADRA2A,TSS200,hg19
cg18279839,chr1,3566744,Island,WDR8,TSS200,hg19
cg14002345,chr11,31833016,Island,PAX6;PAX6;PAX6,TSS200;5'UTR;TSS200,hg19
cg27170782,chr17,46800028,N_Shore,PRAC;C17orf93,TSS200;TSS1500,hg19
cg18349138,chr21,19617138,Island,CHODL,TSS200,hg19
cg16628484,chr5,43042177,Island,LOC153684,TSS200,hg19
cg04765236,chr19,4066876,Island,ZBTB7A,TSS200,hg19
cg10766475,chr6,146864781,Island,RAB32,TSS200,hg19
cg07773095,chr21,33784558,Island,C21orf63,TSS200,hg19
cg13154104,chr2,10443632,Island,HPCAL1;HPCAL1,TSS200;5'UTR,hg19
cg07796735,chr12,49932860,Island,KCNH3,TSS200,hg19
cg26861703,chr18,28622918,Island,DSC3;DSC3,TSS200;TSS200,hg19
cg09147880,chr16,56716367,Island,MT1X,TSS200,hg19
cg07307653,chr15,52043708,Island,TMOD2;TMOD2;LYSMD2,TSS200;TSS200;TSS200,hg19
cg03965044,chr17,48712212,Island,ABCC3;ABCC3,TSS200;TSS200,hg19
cg02960663,chr3,184279415,Island,EPHB3,TSS200,hg19
cg26789779,chr5,37839943,Island,GDNF,TSS200,hg19
cg11301069,chr17,8027502,N_Shore,HES7;HES7,TSS200;TSS200,hg19
cg17944328,chr1,161993688,Island,OLFML2B,TSS200,hg19
cg23868720,chr10,98273719,Island,TLL2,TSS200,hg19
cg05291427,chr22,25960712,N_Shore,ADRBK2,TSS200,hg19
cg10184889,chr8,86350919,Island,CA3,TSS200,hg19
cg05049361,chr14,69726536,Island,GALNTL1;GALNTL1,TSS200;TSS200,hg19
cg24804652,chr7,29234082,Island,CHN2,TSS200,hg19
cg12317601,chr10,119301760,Island,EMX2;EMX2OS;EMX2,TSS200;Body;TSS200,hg19
cg24623497,chr1,161993745,Island,OLFML2B,TSS200,hg19
cg25841159,chr17,74137454,Island,FOXJ1,TSS200,hg19
cg15927720,chr5,168728149,Island,SLIT3,TSS200,hg19
cg27192088,chr10,98945775,Island,SLIT1,TSS200,hg19
cg06839380,chr1,3566763,Island,WDR8,TSS200,hg19
cg24973150,chr17,46688413,Island,HOXB7,TSS200,hg19
cg01614020,chr8,24814137,Island,NEFL,TSS200,hg19
cg01574663,chr16,22825769,Island,HS3ST2,TSS200,hg19
cg00464056,chr12,133264128,Island,POLE;PXMP2,TSS200;TSS200,hg19
cg04495670,chr11,69634296,Island,FGF3,TSS200,hg19
cg19525602,chr19,18717742,Island,CRLF1,TSS200,hg19
cg01802258,chr14,92790097,Island,SLC24A4;SLC24A4;SLC24A4,TSS200;5'UTR;TSS200,hg19
cg03469793,chr1,180199269,Island,LHX4,TSS200,hg19
cg17648103,chr11,33796228,Island,FBXO3;FBXO3,TSS200;TSS200,hg19
cg19494762,chr3,184279498,Island,EPHB3,TSS200,hg19
cg12448860,chr6,106959601,N_Shore,AIM1,TSS200,hg19
cg00665492,chr3,164914575,OpenSea,SLITRK3,TSS200,hg19
cg26446717,chr5,175788958,Island,KIAA1191;KIAA1191;KIAA1191,TSS200;TSS200;TSS200,hg19
cg13273799,chr8,29206352,Island,DUSP4;DUSP4,TSS200;Body,hg19
cg23420260,chr2,177053285,Island,HOXD1,TSS200,hg19
cg16043357,chr10,118897904,Island,VAX1;VAX1,TSS200;TSS200,hg19
cg23300732,chr4,5053496,Island,STK32B,TSS200,hg19
cg19126300,chr11,32457162,Island,WT1;WIT1;WT1;WT1;WT1,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg07897248,chr18,49866531,N_Shore,DCC,TSS200,hg19
cg19793697,chr19,12946263,S_Shore,RTBDN,TSS200,hg19
cg14703605,chr8,72987916,Island,TRPA1,TSS200,hg19
cg23091758,chr11,9025767,Island,NRIP3,TSS200,hg19
cg13409645,chr19,55866261,Island,COX6B2,TSS200,hg19
cg21346925,chr12,64062384,Island,DPY19L2,TSS200,hg19
cg03450509,chr8,37654283,Island,GPR124,TSS200,hg19
cg11501862,chr2,46524365,Island,EPAS1,TSS200,hg19
cg06365057,chr10,50323706,Island,C10orf72;C10orf72,TSS200;TSS200,hg19
cg06603997,chr15,69591140,N_Shore,PAQR5,TSS200,hg19
cg03321592,chr1,19991676,Island,HTR6,TSS200,hg19
cg25109431,chr7,130419057,Island,KLF14,TSS200,hg19
cg02056682,chr16,54965084,Island,IRX5,TSS200,hg19
cg18542599,chr15,92396808,Island,SLCO3A1;SLCO3A1,TSS200;TSS200,hg19
cg17902989,chr19,3985501,Island,EEF2,TSS200,hg19
cg11694752,chr11,75379624,Island,MAP6;MAP6,TSS200;TSS200,hg19
cg03790908,chr11,17498514,Island,ABCC8,TSS200,hg19
cg10351287,chr4,5053341,Island,STK32B,TSS200,hg19
cg21640587,chr11,117668038,Island,DSCAML1,TSS200,hg19
cg01670677,chr11,71955322,Island,PHOX2A,TSS200,hg19
cg06515144,chr1,179545091,Island,NPHS2,TSS200,hg19
cg05764766,chr1,19638718,Island,PQLC2;AKR7A2;PQLC2;PQLC2,TSS200;TSS200;TSS200;TSS200,hg19
cg12042587,chr5,42423947,N_Shore,GHR,TSS200,hg19
cg01506891,chr8,38243824,Island,LETM2,TSS200,hg19
cg25615585,chr18,48086405,Island,MAPK4,TSS200,hg19
cg18405900,chr6,106959549,N_Shore,AIM1,TSS200,hg19
cg20396526,chr11,118928100,Island,HYOU1;HYOU1,TSS200;TSS200,hg19
cg17519650,chr2,63277830,Island,OTX1,TSS200,hg19
cg11206067,chr10,60936232,Island,PHYHIPL;PHYHIPL,TSS200;TSS1500,hg19
cg13643894,chr18,57364722,Island,CCBE1,TSS200,hg19
cg03450948,chr2,177053274,Island,HOXD1,TSS200,hg19
cg22541378,chr6,7726967,Island,BMP6,TSS200,hg19
cg10601616,chr10,106400702,Island,SORCS3,TSS200,hg19
cg03325733,chr6,146864759,Island,RAB32,TSS200,hg19
cg15681628,chr19,55866305,Island,COX6B2;FAM71E2,TSS200;3'UTR,hg19
cg27315742,chr6,117586681,Island,VGLL2;VGLL2,TSS200;TSS200,hg19
cg06508445,chr5,121414088,S_Shore,LOX,TSS200,hg19
cg11664500,chr6,133562479,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg01785628,chr6,27775888,Island,HIST1H2AI;HIST1H2BL,TSS200;TSS200,hg19
cg14412317,chr7,158380596,Island,PTPRN2;PTPRN2;PTPRN2,TSS200;TSS200;TSS200,hg19
cg13298932,chr1,155100169,Island,EFNA1;EFNA1,TSS200;TSS200,hg19
cg07034362,chr3,125899552,Island,ALDH1L1,TSS200,hg19
cg00884606,chr18,31803454,Island,NOL4,TSS200,hg19
cg08894362,chr4,74735030,Island,CXCL1,TSS200,hg19
cg07634150,chr19,36606392,Island,POLR2I;TBCB;TBCB,TSS200;1stExon;5'UTR,hg19
cg27236875,chr2,213403519,Island,ERBB4;ERBB4,TSS200;TSS200,hg19
cg07128174,chr21,37507199,Island,CBR3,TSS200,hg19
cg00353773,chr10,44880708,Island,CXCL12;CXCL12;CXCL12,TSS200;TSS200;TSS200,hg19
cg16718260,chr8,121824405,Island,SNTB1,TSS200,hg19
cg08870743,chr21,34398199,Island,OLIG2,TSS200,hg19
cg25599538,chr4,141490075,Island,UCP1,TSS200,hg19
cg27363829,chr3,164914614,OpenSea,SLITRK3,TSS200,hg19
cg20829379,chr3,45838083,Island,SLC6A20;SLC6A20,TSS200;TSS200,hg19
cg08246520,chr1,25943862,N_Shore,MAN1C1,TSS200,hg19
cg14963735,chr1,71513566,Island,PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg01153660,chr12,54410487,N_Shore,HOXC4;HOXC6;HOXC5,TSS200;TSS200;TSS200,hg19
cg17960703,chr8,356704,Island,FBXO25;FBXO25;FBXO25,TSS200;TSS200;TSS200,hg19
cg00777627,chr6,166075755,Island,PDE10A;PDE10A,TSS200;TSS200,hg19
cg15383900,chr15,76603985,Island,ETFA;ETFA,TSS200;TSS200,hg19
cg04987149,chr1,38273384,Island,C1orf122;YRDC;C1orf122,TSS200;Body;TSS200,hg19
cg02295078,chr17,16472670,Island,ZNF287,TSS200,hg19
cg27323009,chr5,110408974,Island,TSLP;TSLP,TSS200;Body,hg19
cg22280940,chr8,48650745,Island,CEBPD,TSS200,hg19
cg23407507,chr10,44880559,Island,CXCL12;CXCL12;CXCL12,TSS200;TSS200;TSS200,hg19
cg01396387,chr16,82660450,N_Shore,CDH13,TSS200,hg19
cg17172851,chr1,18957328,Island,PAX7;PAX7;PAX7,TSS200;TSS200;TSS200,hg19
cg11386686,chr1,203274497,Island,BTG2,TSS200,hg19
cg02647388,chr6,7541868,Island,DSP;DSP,TSS200;TSS200,hg19
cg14460403,chr10,119301766,Island,EMX2;EMX2OS;EMX2,TSS200;Body;TSS200,hg19
cg00764612,chr1,150255213,S_Shore,C1orf51,TSS200,hg19
cg07575867,chr3,58223146,Island,ABHD6,TSS200,hg19
cg04168670,chr2,124782817,Island,CNTNAP5,TSS200,hg19
cg25587223,chr17,7905928,Island,GUCY2D,TSS200,hg19
cg13447927,chr10,103986128,Island,ELOVL3,TSS200,hg19
cg05643303,chr12,54402714,Island,HOXC8,TSS200,hg19
cg22746256,chr10,64576222,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg20975546,chr22,18893598,Island,DGCR6,TSS200,hg19
cg03646889,chr1,99729807,N_Shore,LPPR4;LPPR4,TSS200;TSS200,hg19
cg16636641,chr18,60190607,Island,ZCCHC2,TSS200,hg19
cg16589214,chr7,93204046,N_Shore,CALCR;CALCR,TSS200;TSS200,hg19
cg11100258,chr7,143533814,N_Shore,LOC154761,TSS200,hg19
cg21104167,chr19,4066963,Island,ZBTB7A,TSS200,hg19
cg25837719,chr1,61547969,N_Shore,NFIA;NFIA;NFIA;NFIA,TSS200;Body;Body;TSS200,hg19
cg13594075,chr2,51259807,OpenSea,NRXN1;NRXN1,TSS200;TSS200,hg19
cg03753481,chr1,38512595,Island,POU3F1,TSS200,hg19
cg26933063,chr16,25703153,Island,HS3ST4,TSS200,hg19
cg03574882,chr7,151574332,Island,PRKAG2,TSS200,hg19
cg01188396,chr14,37051873,N_Shore,NKX2-8,TSS200,hg19
cg21760146,chr6,167275781,Island,RPS6KA2,TSS200,hg19
cg13457172,chr10,118897847,Island,VAX1;VAX1,TSS200;TSS200,hg19
cg10165847,chr2,101436427,Island,NPAS2,TSS200,hg19
cg18920423,chr10,23481389,Island,PTF1A,TSS200,hg19
cg01044261,chr7,44365289,Island,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg22028181,chr15,22892538,Island,CYFIP1,TSS200,hg19
cg17767285,chr6,84419202,Island,SNAP91;SNAP91,TSS200;TSS200,hg19
cg10980686,chr8,121824467,Island,SNTB1,TSS200,hg19
cg13025668,chr2,25391656,Island,POMC;POMC,TSS200;TSS200,hg19
cg11222527,chr1,226926964,S_Shore,ITPKB,TSS200,hg19
cg12610471,chr10,22634199,Island,SPAG6;SPAG6,TSS200;TSS200,hg19
cg13713293,chr9,841636,Island,DMRT1,TSS200,hg19
cg00419314,chr4,74735092,Island,CXCL1,TSS200,hg19
cg15720669,chr3,138666040,Island,FOXL2;C3orf72,TSS200;TSS200,hg19
cg07283098,chr3,134514086,Island,EPHB1,TSS200,hg19
cg26084529,chr4,155664993,Island,LRAT,TSS200,hg19
cg15363349,chr18,59992501,Island,TNFRSF11A,TSS200,hg19
cg03180780,chr1,860965,Island,SAMD11,TSS200,hg19
cg15947940,chr1,39957129,Island,BMP8A,TSS200,hg19
cg10739095,chr3,139653928,Island,CLSTN2,TSS200,hg19
cg02472348,chr12,22487781,Island,ST8SIA1,TSS200,hg19
cg22264014,chr6,117586575,Island,VGLL2;VGLL2,TSS200;TSS200,hg19
cg27019245,chr6,31465716,Island,MICB,TSS200,hg19
cg13174651,chr2,27485967,Island,SLC30A3,TSS200,hg19
cg16628066,chr21,36041576,Island,CLIC6,TSS200,hg19
cg15637465,chr5,168728270,Island,SLIT3,TSS200,hg19
cg07714657,chr2,219724408,Island,WNT6,TSS200,hg19
cg26993729,chr4,155665093,Island,LRAT,TSS200,hg19
cg08790440,chr2,124782831,Island,CNTNAP5,TSS200,hg19
cg12219082,chr3,68981854,Island,FAM19A4;FAM19A4,TSS200;TSS200,hg19
cg15235096,chr8,22014439,Island,LGI3,TSS200,hg19
cg20649951,chr10,88126306,Island,GRID1,TSS200,hg19
cg19755007,chr11,11643760,Island,GALNTL4,TSS200,hg19
cg24441185,chr18,9708096,Island,RAB31,TSS200,hg19
cg11401257,chr1,226926945,S_Shore,ITPKB,TSS200,hg19
cg26708548,chr2,232791101,Island,NPPC,TSS200,hg19
cg00653744,chr1,25943869,N_Shore,MAN1C1,TSS200,hg19
cg13394305,chr2,190445728,Island,SLC40A1,TSS200,hg19
cg18176856,chr4,57976566,Island,IGFBP7,TSS200,hg19
cg07813249,chr4,46392253,Island,GABRA2;GABRA2,TSS200;TSS1500,hg19
cg00436476,chr6,26240505,N_Shore,HIST1H4F,TSS200,hg19
cg01394671,chr7,158380577,Island,PTPRN2;PTPRN2;PTPRN2,TSS200;TSS200;TSS200,hg19
cg06533200,chr11,2466138,N_Shore,KCNQ1,TSS200,hg19
cg24361212,chr14,51298003,Island,NIN;NIN;NIN,TSS200;TSS200;TSS200,hg19
cg14638883,chr6,166582201,Island,T,TSS200,hg19
cg06524479,chr16,66878676,Island,CA7;CA7,TSS200;Body,hg19
cg25851842,chr1,218519232,Island,TGFB2;TGFB2,TSS200;TSS200,hg19
cg01839657,chr12,54332463,N_Shore,HOXC13,TSS200,hg19
cg24680586,chr10,105036727,Island,INA,TSS200,hg19
cg13496324,chr7,90893736,Island,FZD1,TSS200,hg19
cg03926166,chr12,117319395,Island,HRK,TSS200,hg19
cg02554246,chr9,120177471,Island,ASTN2;ASTN2;ASTN2,TSS200;TSS200;TSS200,hg19
cg18078387,chr7,12610124,N_Shore,SCIN,TSS200,hg19
cg03045635,chr4,9783198,Island,DRD5,TSS200,hg19
cg21512124,chr14,70655805,Island,SLC8A3;SLC8A3;SLC8A3;SLC8A3,TSS200;TSS200;TSS200;TSS200,hg19
cg05791136,chr4,110223969,Island,COL25A1;COL25A1,TSS200;TSS200,hg19
cg05743885,chr7,27196365,Island,HOXA7,TSS200,hg19
cg25951981,chr4,46995743,Island,GABRA4,TSS200,hg19
cg13764106,chr1,53527693,Island,PODN,TSS200,hg19
cg19675288,chr6,166582206,Island,T,TSS200,hg19
cg24216220,chr3,26664285,Island,LRRC3B,TSS200,hg19
cg12484037,chr17,68165632,Island,KCNJ2,TSS200,hg19
cg13425637,chr14,61788328,Island,PRKCH,TSS200,hg19
cg10721001,chr19,4066943,Island,ZBTB7A,TSS200,hg19
cg26844246,chr5,170736277,Island,TLX3,TSS200,hg19
cg16532600,chr5,153857824,Island,HAND1,TSS200,hg19
cg00480389,chr20,54580133,Island,CBLN4,TSS200,hg19
cg09470230,chr10,72972137,Island,UNC5B,TSS200,hg19
cg05804220,chr15,45422062,Island,DUOX1;DUOX1;DUOXA1,TSS200;TSS200;TSS200,hg19
cg14980983,chr20,61051039,Island,GATA5,TSS200,hg19
cg08332908,chr17,38465326,OpenSea,RARA,TSS200,hg19
cg20835725,chr22,38200979,Island,H1F0,TSS200,hg19
cg26178272,chr6,132722822,Island,MOXD1,TSS200,hg19
cg04234680,chr14,51562550,S_Shore,TRIM9;TRIM9,TSS200;TSS200,hg19
cg23375190,chr22,25960673,N_Shore,ADRBK2,TSS200,hg19
cg14574127,chr6,167040925,Island,RPS6KA2;RPS6KA2,TSS200;Body,hg19
cg10207277,chr8,114449243,OpenSea,CSMD3;CSMD3,TSS200;TSS200,hg19
cg26685352,chr4,48485328,N_Shore,SLC10A4,TSS200,hg19
cg04074140,chr6,75915780,Island,COL12A1;COL12A1,TSS200;TSS200,hg19
cg05127369,chr15,96876470,Island,NR2F2;NR2F2;NR2F2;NR2F2;MIR1469,TSS200;Body;Body;5'UTR;TSS200,hg19
cg08972130,chr12,24715478,Island,SOX5,TSS200,hg19
cg11932640,chr4,4861200,N_Shore,MSX1,TSS200,hg19
cg22861279,chr14,105953244,Island,CRIP1,TSS200,hg19
cg12882697,chr5,1445549,Island,SLC6A3,TSS200,hg19
cg08857324,chr16,67193972,Island,TRADD;FBXL8,TSS200;5'UTR,hg19
cg14851108,chr10,88126291,Island,GRID1,TSS200,hg19
cg16426339,chr4,85419530,Island,NKX6-1,TSS200,hg19
cg03908015,chr10,124895441,Island,HMX3,TSS200,hg19
cg02617132,chr14,102976265,Island,ANKRD9,TSS200,hg19
cg26892394,chr7,87563573,Island,ADAM22;ADAM22;ADAM22;ADAM22;ADAM22,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg18286501,chr10,63213339,S_Shore,TMEM26,TSS200,hg19
cg15192688,chr10,22605182,Island,COMMD3,TSS200,hg19
cg21440829,chr7,100808893,Island,VGF,TSS200,hg19
cg21122656,chr6,31783272,Island,HSPA1A;HSPA1L,TSS200;TSS1500,hg19
cg14965722,chr2,230579469,Island,DNER,TSS200,hg19
cg09227138,chr6,84419244,Island,SNAP91;SNAP91,TSS200;TSS200,hg19
cg12999941,chr3,50304930,OpenSea,SEMA3B;SEMA3B,TSS200;TSS200,hg19
cg17093212,chr7,15726473,OpenSea,MEOX2,TSS200,hg19
cg13627451,chr15,52043674,Island,TMOD2;TMOD2;LYSMD2,TSS200;TSS200;TSS200,hg19
cg08984023,chr10,64133896,Island,ZNF365;ZNF365;ZNF365,TSS200;TSS200;TSS200,hg19
cg07315745,chr11,129245707,Island,BARX2,TSS200,hg19
cg04910677,chr11,129245689,Island,BARX2,TSS200,hg19
cg16274199,chr5,121414067,Island,LOX,TSS200,hg19
cg19783114,chr1,3569046,Island,TP73,TSS200,hg19
cg19746194,chr4,83720039,Island,SCD5;SCD5,TSS200;TSS200,hg19
cg13405783,chr8,54164296,Island,OPRK1,TSS200,hg19
cg14287112,chr6,133562485,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg16269048,chr22,38851318,S_Shore,KCNJ4,TSS200,hg19
cg08115069,chr19,55866329,S_Shore,COX6B2;FAM71E2,TSS200;3'UTR,hg19
cg20585530,chr14,60975912,Island,SIX6,TSS200,hg19
cg09639735,chr11,10326570,Island,ADM,TSS200,hg19
cg18529845,chr2,31806042,Island,SRD5A2,TSS200,hg19
cg22437074,chr2,45168924,N_Shore,SIX3,TSS200,hg19
cg16508199,chr11,124632390,Island,ESAM,TSS200,hg19
cg13378628,chr5,76934693,Island,OTP,TSS200,hg19
cg15391302,chr15,92937030,Island,ST8SIA2,TSS200,hg19
cg26718433,chr10,44880730,Island,CXCL12;CXCL12;CXCL12,TSS200;TSS200;TSS200,hg19
cg14658804,chr5,168728213,Island,SLIT3,TSS200,hg19
cg02223692,chr16,56716347,Island,MT1X,TSS200,hg19
cg24065770,chr19,17982700,Island,SLC5A5,TSS200,hg19
cg24869535,chr4,106816548,Island,NPNT,TSS200,hg19
cg08887694,chr3,53880378,Island,IL17RB;CHDH;CHDH,TSS200;5'UTR;1stExon,hg19
cg11691170,chr11,130318691,Island,ADAMTS15,TSS200,hg19
cg20618622,chr4,164265004,Island,NPY5R,TSS200,hg19
cg17527393,chr10,121302268,Island,RGS10,TSS200,hg19
cg24724877,chr1,33546673,Island,ADC,TSS200,hg19
cg02605370,chr19,12946274,S_Shore,RTBDN,TSS200,hg19
cg15905579,chr13,27335084,Island,GPR12,TSS200,hg19
cg27418586,chr2,238768104,Island,RAMP1,TSS200,hg19
cg04018299,chr1,155023650,Island,ADAM15;ADAM15;ADAM15;ADAM15;ADAM15;ADAM15,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg19343088,chr6,106959551,N_Shore,AIM1,TSS200,hg19
cg01163790,chr16,50582193,Island,NKD1,TSS200,hg19
cg26639039,chr20,44657812,Island,SLC12A5;SLC12A5,TSS200;Body,hg19
cg20561716,chr7,44365327,Island,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg02516583,chr8,38243869,Island,LETM2,TSS200,hg19
cg09222259,chr16,2802304,Island,SRRM2;LOC100128788,TSS200;Body,hg19
cg23593145,chr1,110754004,Island,KCNC4;KCNC4;KCNC4,TSS200;TSS200;TSS200,hg19
cg03015433,chr16,56623111,Island,MT3,TSS200,hg19
cg27350917,chr16,2021941,Island,TBL3,TSS200,hg19
cg23350198,chr22,18893715,Island,DGCR6,TSS200,hg19
cg15723536,chr19,54926617,N_Shore,TTYH1;TTYH1,TSS200;TSS200,hg19
cg04628434,chr6,142622920,Island,GPR126;GPR126;GPR126;GPR126,TSS200;TSS200;TSS200;TSS200,hg19
cg20340508,chr21,34442377,Island,OLIG1,TSS200,hg19
cg03037150,chr12,54402717,Island,HOXC8,TSS200,hg19
cg13099890,chr12,72667398,Island,LOC283392;LOC283392;TRHDE,TSS200;TSS200;Body,hg19
cg19401340,chr17,56833197,Island,PPM1E,TSS200,hg19
cg11301556,chr20,44657798,Island,SLC12A5;SLC12A5,TSS200;Body,hg19
cg06191898,chr16,54965100,Island,IRX5,TSS200,hg19
cg05760393,chr11,2466141,N_Shore,KCNQ1,TSS200,hg19
cg24891539,chr8,55370407,Island,SOX17,TSS200,hg19
cg05059031,chr2,99061275,Island,INPP4A;INPP4A;INPP4A;INPP4A,TSS200;TSS200;TSS200;TSS200,hg19
cg17016394,chr21,34442360,Island,OLIG1,TSS200,hg19
cg26095658,chr2,71017887,Island,FIGLA,TSS200,hg19
cg26425904,chr15,28344593,S_Shore,OCA2,TSS200,hg19
cg08661899,chr6,132722664,Island,MOXD1,TSS200,hg19
cg16322893,chr3,107809956,Island,CD47;CD47;CD47,TSS200;TSS200;TSS200,hg19
cg13267264,chr8,70983600,Island,PRDM14,TSS200,hg19
cg20255775,chr12,48398370,Island,COL2A1;COL2A1,TSS200;TSS200,hg19
cg22763718,chr13,53422780,Island,PCDH8;PCDH8,TSS200;TSS200,hg19
cg20491446,chr17,80656612,Island,RAB40B,TSS200,hg19
cg21433668,chr7,139478019,Island,TBXAS1;TBXAS1;HIPK2;HIPK2,TSS200;TSS200;TSS1500;TSS1500,hg19
cg17929687,chr14,52734325,Island,PTGDR,TSS200,hg19
cg09998632,chr17,46688433,Island,HOXB7,TSS200,hg19
cg27096779,chr7,15726466,OpenSea,MEOX2,TSS200,hg19
cg25841634,chr1,220102043,Island,SLC30A10,TSS200,hg19
cg23214308,chr11,130318865,Island,ADAMTS15,TSS200,hg19
cg11838997,chr11,124609816,Island,NRGN;NRGN,TSS200;TSS200,hg19
cg22469274,chr7,27187553,Island,HOXA6,TSS200,hg19
cg01116059,chr5,121647630,Island,SNCAIP,TSS200,hg19
cg12217982,chr18,60190593,Island,ZCCHC2,TSS200,hg19
cg03780905,chr11,10326565,Island,ADM,TSS200,hg19
