Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg14223098,chr1,198139188,OpenSea,NEK7,5'UTR,hg19,AGEepi,1
cg03017594,chr22,49800794,S_Shelf,,,hg19,AGEepi,1
cg21461685,chr17,63217184,OpenSea,RGS9;RGS9,Body;Body,hg19,AGEepi,1
cg09810141,chr20,22698377,OpenSea,,,hg19,AGEepi,-1
cg08564462,chr2,190513954,OpenSea,,,hg19,AGEepi,1
cg00247530,chr1,48694626,OpenSea,SLC5A9;SLC5A9;SLC5A9;SLC5A9,ExonBnd;ExonBnd;Body;Body,hg19,AGEepi,1
cg00023363,chr8,134590224,OpenSea,,,hg19,AGEepi,1
cg01355089,chr1,93495018,OpenSea,,,hg19,AGEepi,1
cg03773959,chr6,35863565,OpenSea,SRPK1;SRPK1,Body;Body,hg19,AGEepi,1
cg09418267,chr19,1555045,Island,MEX3D,3'UTR,hg19,AGEepi,1
cg08687088,chr10,128993051,N_Shore,DOCK1;DOCK1;FAM196A,Body;Body;5'UTR,hg19,AGEepi,1
cg14682990,chr8,1758023,OpenSea,,,hg19,AGEepi,-1
cg04028616,chr16,84424282,OpenSea,ATP2C2,Body,hg19,AGEepi,1
cg08387805,chr7,99812906,OpenSea,GATS;GATS;GATS;GATS,3'UTR;Body;Body;Body,hg19,AGEepi,-1
cg04568398,chr11,63655397,OpenSea,MARK2;MARK2;MARK2;MARK2;MARK2,TSS1500;Body;Body;Body;Body,hg19,AGEepi,1
cg15207977,chr17,45285275,OpenSea,MYL4;MYL4,TSS1500;TSS1500,hg19,AGEepi,1
cg08980578,chr19,38811036,S_Shore,KCNK6,Body,hg19,AGEepi,-1
cg12746519,chr12,32325924,OpenSea,BICD1;BICD1,Body;Body,hg19,AGEepi,1
cg23533275,chr5,36575671,OpenSea,,,hg19,AGEepi,-1
cg15183359,chr13,20978104,OpenSea,CRYL1,3'UTR,hg19,AGEepi,1
cg05983653,chr5,59012111,OpenSea,PDE4D;PDE4D;PDE4D,Body;Body;Body,hg19,AGEepi,1
cg03299224,chr21,46348657,N_Shelf,ITGB2-AS1;ITGB2-AS1;ITGB2-AS1;ITGB2-AS1;ITGB2-AS1;ITGB2-AS1;ITGB2;ITGB2,Body;Body;Body;Body;Body;Body;1stExon;5'UTR,hg19,AGEepi,-1
cg09245652,chr1,27727675,OpenSea,,,hg19,AGEepi,-1
cg26225838,chr19,3762948,Island,MRPL54;APBA3,Body;TSS1500,hg19,AGEepi,-1
cg03979582,chr1,46769114,S_Shore,LRRC41;UQCRH,TSS200;TSS1500,hg19,AGEepi,-1
cg12477119,chr17,37617470,N_Shore,CDK12;CDK12,TSS1500;TSS1500,hg19,AGEepi,-1
cg15095537,chr11,61536658,OpenSea,MYRF;MYRF,Body;Body,hg19,AGEepi,1
cg17665652,chr4,114214093,OpenSea,ANK2;ANK2;ANK2,Body;Body;Body,hg19,AGEepi,1
cg03519239,chr20,60881443,N_Shore,ADRM1;ADRM1;ADRM1;ADRM1,Body;Body;Body;Body,hg19,AGEepi,-1
cg00373120,chr5,179004757,Island,RUFY1;RUFY1;RUFY1,Body;Body;Body,hg19,AGEepi,1
cg23875401,chr19,40267283,OpenSea,LEUTX;LEUTX,1stExon;5'UTR,hg19,AGEepi,1
cg11507161,chr2,147636852,OpenSea,,,hg19,AGEepi,1
cg14115807,chr9,77575609,OpenSea,C9orf41-AS1,Body,hg19,AGEepi,1
cg22066653,chr15,29271613,OpenSea,APBA2;APBA2,5'UTR;5'UTR,hg19,AGEepi,1
cg10530104,chr17,1958022,Island,HIC1,TSS1500,hg19,AGEepi,-1
cg25579477,chr7,151496334,OpenSea,PRKAG2;PRKAG2,5'UTR;Body,hg19,AGEepi,1
cg05469819,chr6,122115942,OpenSea,,,hg19,AGEepi,1
cg06743588,chr17,8279694,N_Shore,,,hg19,AGEepi,-1
cg11696084,chr8,39964033,OpenSea,,,hg19,AGEepi,-1
cg22325593,chr7,38969118,OpenSea,,,hg19,AGEepi,1
cg19086317,chr3,59032572,N_Shelf,C3orf67,5'UTR,hg19,AGEepi,1
cg02156526,chr6,24934269,OpenSea,FAM65B;FAM65B,Body;Body,hg19,AGEepi,1
cg25597169,chr11,44942387,OpenSea,TSPAN18,Body,hg19,AGEepi,1
cg00534423,chr2,136544915,OpenSea,,,hg19,AGEepi,1
cg26459588,chr11,11838030,OpenSea,,,hg19,AGEepi,1
cg24365572,chr11,44751833,S_Shelf,,,hg19,AGEepi,-1
cg09589462,chr20,46369576,OpenSea,SULF2;SULF2;SULF2,Body;Body;Body,hg19,AGEepi,1
cg12109087,chr19,43269832,OpenSea,PSG8;PSG8;PSG8,TSS200;TSS200;TSS200,hg19,AGEepi,1
cg05062511,chr6,30028447,N_Shore,ZNRD1;ZNRD1;NCRNA00171,TSS1500;TSS1500;Body,hg19,AGEepi,1
cg23344935,chr12,53835085,N_Shore,PRR13;PRR13,TSS1500;TSS1500,hg19,AGEepi,-1
cg00026803,chr1,160055253,S_Shore,KCNJ9,Body,hg19,AGEepi,1
cg07661836,chr12,53688940,N_Shore,PFDN5;PFDN5,TSS1500;TSS1500,hg19,AGEepi,-1
cg12390237,chr15,34634263,S_Shelf,NOP10,Body,hg19,AGEepi,1
cg10446869,chr1,155147431,Island,TRIM46,Body,hg19,AGEepi,1
cg18765127,chr6,30128254,OpenSea,TRIM10;TRIM10,1stExon;1stExon,hg19,AGEepi,1
cg27401957,chr5,179822724,OpenSea,,,hg19,AGEepi,1
cg00639575,chr17,36711298,N_Shelf,SRCIN1,Body,hg19,AGEepi,1
cg07785641,chr10,70079126,OpenSea,PBLD;PBLD,5'UTR;5'UTR,hg19,AGEepi,1
cg04198187,chr5,137675076,S_Shore,FAM53C;FAM53C;CDC25C,5'UTR;5'UTR;TSS1500,hg19,AGEepi,1
cg14916213,chr11,66405818,Island,RBM4,TSS1500,hg19,AGEepi,1
cg13854727,chr11,35032430,OpenSea,,,hg19,AGEepi,1
cg23158103,chr7,148848205,S_Shelf,ZNF398;ZNF398,5'UTR;Body,hg19,AGEepi,1
cg00403729,chr19,859065,N_Shore,CFD,TSS1500,hg19,AGEepi,1
cg25338977,chr11,18001332,OpenSea,SERGEF;SERGEF;SERGEF,Body;Body;Body,hg19,AGEepi,1
cg04691961,chr3,161091175,S_Shore,C3orf57,TSS1500,hg19,AGEepi,-1
cg04180462,chr11,107993298,S_Shore,ACAT1,Body,hg19,AGEepi,1
cg26986443,chr11,95828805,OpenSea,MAML2,Body,hg19,AGEepi,-1
cg10533057,chr4,152494843,OpenSea,FAM160A1,Body,hg19,AGEepi,1
cg02376018,chr3,187453520,N_Shore,BCL6;BCL6;BCL6,5'UTR;5'UTR;TSS1500,hg19,AGEepi,-1
cg00089896,chr8,144991704,Island,PLEC;PLEC;PLEC;PLEC;PLEC;PLEC;PLEC;PLEC,Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGEepi,-1
cg16909495,chr19,49940062,S_Shore,SLC17A7,Body,hg19,AGEepi,1
cg14477266,chr12,118490455,OpenSea,WSB2;WSB2;WSB2,Body;Body;5'UTR,hg19,AGEepi,-1
cg01450983,chr10,101774965,OpenSea,,,hg19,AGEepi,-1
cg17797028,chr1,68348868,OpenSea,GNG12-AS1,Body,hg19,AGEepi,1
cg25331448,chr11,68268516,OpenSea,PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg13780393,chr16,34980310,OpenSea,FLJ26245,TSS1500,hg19,AGEepi,1
cg02360676,chr19,418205,N_Shore,SHC2,3'UTR,hg19,AGEepi,1
cg21965316,chr13,95641139,OpenSea,,,hg19,AGEepi,1
cg16166047,chr11,67397601,Island,NUDT8;NUDT8,TSS200;TSS200,hg19,AGEepi,-1
cg10528705,chr18,56822465,OpenSea,SEC11C;SEC11C,Body;Body,hg19,AGEepi,1
cg26335394,chr16,8946559,OpenSea,,,hg19,AGEepi,1
cg14315655,chr3,97673490,OpenSea,MINA;MINA;MINA;MINA,Body;Body;Body;Body,hg19,AGEepi,1
cg05877591,chr4,99468099,OpenSea,TSPAN5,Body,hg19,AGEepi,-1
cg05693982,chr12,12940390,Island,APOLD1;APOLD1,Body;Body,hg19,AGEepi,-1
cg16965769,chr1,32308358,OpenSea,,,hg19,AGEepi,-1
cg11943916,chr5,172282611,OpenSea,ERGIC1,Body,hg19,AGEepi,1
cg01274198,chr22,18495463,OpenSea,MICAL3,5'UTR,hg19,AGEepi,1
cg12798977,chr15,101255928,OpenSea,,,hg19,AGEepi,-1
cg13071553,chr10,106064494,OpenSea,,,hg19,AGEepi,1
cg08150568,chr13,24269294,N_Shore,,,hg19,AGEepi,1
cg05813955,chr3,38347114,OpenSea,SLC22A14,TSS1500,hg19,AGEepi,1
cg11799301,chr13,26441107,OpenSea,ATP8A2,Body,hg19,AGEepi,1
cg16379391,chr11,2488799,OpenSea,KCNQ1;KCNQ1,Body;Body,hg19,AGEepi,-1
cg25666830,chr13,50995080,OpenSea,,,hg19,AGEepi,1
cg17000939,chr12,75688237,OpenSea,CAPS2;CAPS2;CAPS2;CAPS2,Body;Body;Body;5'UTR,hg19,AGEepi,1
cg00193867,chr4,6437362,OpenSea,PPP2R2C;PPP2R2C;PPP2R2C,Body;Body;Body,hg19,AGEepi,1
cg18708627,chr16,69788856,Island,NOB1;NOB1;NOB1,1stExon;5'UTR;Body,hg19,AGEepi,-1
cg10016752,chr18,73130463,OpenSea,SMIM21;SMIM21,Body;Body,hg19,AGEepi,-1
cg06146187,chr19,10741985,OpenSea,SLC44A2;SLC44A2,Body;Body,hg19,AGEepi,-1
cg13798254,chr19,52188321,OpenSea,,,hg19,AGEepi,1
cg20531808,chr8,89231006,OpenSea,MMP16;MMP16,Body;Body,hg19,AGEepi,-1
cg15593510,chr1,158369112,OpenSea,OR10T2,1stExon,hg19,AGEepi,-1
cg16838359,chr18,57583099,OpenSea,,,hg19,AGEepi,1
cg01333884,chr1,200116934,Island,NR5A2;NR5A2,Body;Body,hg19,AGEepi,1
cg11827976,chr3,177494197,OpenSea,,,hg19,AGEepi,1
cg16391783,chr15,72667883,N_Shore,C15orf34;HEXA,TSS1500;Body,hg19,AGEepi,-1
cg21973370,chr17,1957919,Island,HIC1,TSS1500,hg19,AGEepi,-1
cg24591318,chr4,40632020,Island,RBM47,TSS200,hg19,AGEepi,-1
cg22509158,chr7,15727847,OpenSea,MEOX2-AS1,TSS200,hg19,AGEepi,1
cg09703323,chr11,65197876,OpenSea,,,hg19,AGEepi,-1
cg26651830,chr7,107221136,S_Shore,BCAP29;BCAP29;BCAP29,TSS200;Body;5'UTR,hg19,AGEepi,-1
cg08157375,chr1,206676464,N_Shelf,,,hg19,AGEepi,1
cg22440481,chr17,48595572,OpenSea,MYCBPAP,Body,hg19,AGEepi,1
cg08089486,chr13,48520023,OpenSea,SUCLA2,Body,hg19,AGEepi,1
cg14478717,chr16,58425117,N_Shore,GINS3;GINS3;GINS3,TSS1500;TSS1500;TSS1500,hg19,AGEepi,1
cg02331352,chr16,2813897,N_Shore,SRRM2,Body,hg19,AGEepi,1
cg19905050,chr19,54465557,N_Shore,CACNG8,TSS1500,hg19,AGEepi,1
cg22227034,chr1,12252976,S_Shore,TNFRSF1B,Body,hg19,AGEepi,1
cg11893127,chr12,131057342,OpenSea,,,hg19,AGEepi,1
cg21959598,chr7,55637719,N_Shore,VOPP1,Body,hg19,AGEepi,-1
cg02078319,chr10,98719911,OpenSea,LCOR;LCOR;LCOR,3'UTR;3'UTR;3'UTR,hg19,AGEepi,1
cg03487716,chr15,90719777,OpenSea,,,hg19,AGEepi,1
cg04991327,chr9,117720937,OpenSea,,,hg19,AGEepi,1
cg08115035,chr10,98053508,OpenSea,,,hg19,AGEepi,-1
cg09038717,chr11,68675878,S_Shelf,IGHMBP2,Body,hg19,AGEepi,1
cg21379851,chr17,79890702,N_Shelf,PYCR1;PYCR1,3'UTR;3'UTR,hg19,AGEepi,-1
cg25977619,chr10,77054404,N_Shore,,,hg19,AGEepi,-1
cg14596310,chr11,452730,S_Shore,PTDSS2,Body,hg19,AGEepi,-1
cg08365739,chr7,150774459,N_Shelf,FASTK;FASTK;FASTK,Body;Body;Body,hg19,AGEepi,-1
cg21548820,chr8,38645576,Island,TACC1;TACC1;TACC1,5'UTR;Body;Body,hg19,AGEepi,-1
cg12054228,chr14,57831939,OpenSea,,,hg19,AGEepi,1
cg23269985,chr12,131300142,N_Shelf,STX2;STX2,Body;Body,hg19,AGEepi,1
cg22743002,chr6,34123215,S_Shore,,,hg19,AGEepi,1
cg02608809,chr2,207570564,OpenSea,DYTN,Body,hg19,AGEepi,1
cg16867777,chr21,32932073,S_Shore,TIAM1,TSS1500,hg19,AGEepi,-1
cg09408143,chr16,524778,OpenSea,RAB11FIP3;RAB11FIP3,Body;TSS200,hg19,AGEepi,1
cg16602571,chr15,74988743,S_Shore,EDC3;EDC3;EDC3,TSS1500;TSS1500;TSS1500,hg19,AGEepi,-1
cg00339657,chr2,114194541,N_Shore,LOC440839;CBWD2,Body;TSS1500,hg19,AGEepi,1
cg24464012,chr2,239709369,OpenSea,,,hg19,AGEepi,-1
cg07370994,chr19,51453226,OpenSea,KLK5;KLK5;KLK5,Body;Body;Body,hg19,AGEepi,1
cg04766178,chr14,95677297,OpenSea,CLMN,Body,hg19,AGEepi,1
cg22213752,chr17,36874660,OpenSea,MLLT6,Body,hg19,AGEepi,1
cg19660055,chr5,31737935,OpenSea,,,hg19,AGEepi,1
cg06076512,chr2,3063671,Island,,,hg19,AGEepi,1
cg22907426,chr2,197002226,OpenSea,STK17B,Body,hg19,AGEepi,1
cg09825286,chr3,127300887,OpenSea,TPRA1;TPRA1;TPRA1,Body;5'UTR;5'UTR,hg19,AGEepi,1
cg17552471,chr7,4678661,N_Shelf,,,hg19,AGEepi,-1
cg01300257,chr15,20557589,OpenSea,,,hg19,AGEepi,1
cg00020450,chr5,141245450,OpenSea,PCDH1;PCDH1;PCDH1;PCDH1,5'UTR;Body;Body;Body,hg19,AGEepi,-1
cg25960567,chr12,26985181,N_Shore,ITPR2,Body,hg19,AGEepi,-1
cg05104876,chr1,155620728,OpenSea,,,hg19,AGEepi,-1
cg25180248,chr8,64002124,S_Shelf,,,hg19,AGEepi,-1
cg20387172,chr8,145689754,N_Shore,CYHR1;CYHR1;CYHR1,Body;Body;Body,hg19,AGEepi,-1
cg00936911,chr1,210415937,OpenSea,SERTAD4,3'UTR,hg19,AGEepi,-1
cg01104829,chr9,126370566,OpenSea,DENND1A;DENND1A,Body;Body,hg19,AGEepi,-1
cg13373814,chr17,48578270,OpenSea,,,hg19,AGEepi,1
cg22732731,chr2,220491907,N_Shore,SLC4A3;SLC4A3,TSS1500;TSS1500,hg19,AGEepi,1
cg25141185,chr12,120686384,OpenSea,PXN;PXN;PXN;PXN,Body;Body;Body;5'UTR,hg19,AGEepi,1
cg23601271,chr14,105181699,S_Shore,INF2;INF2,Body;3'UTR,hg19,AGEepi,1
cg00291765,chr1,22961837,OpenSea,C1QA,TSS1500,hg19,AGEepi,-1
cg07584627,chr17,21108698,OpenSea,TMEM11;TMEM11,Body;Body,hg19,AGEepi,1
cg17599869,chr14,56592945,OpenSea,PELI2,Body,hg19,AGEepi,-1
cg16024937,chr17,73941150,S_Shelf,ACOX1;ACOX1,3'UTR;3'UTR,hg19,AGEepi,-1
cg03753683,chr10,134791323,N_Shore,,,hg19,AGEepi,1
cg00329618,chr12,113515439,Island,DTX1,Body,hg19,AGEepi,1
cg25267513,chr5,156708190,OpenSea,CYFIP2;CYFIP2;CYFIP2;CYFIP2,5'UTR;5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg15176266,chr17,80539733,N_Shore,FOXK2,Body,hg19,AGEepi,1
cg18047689,chr13,50230088,OpenSea,,,hg19,AGEepi,1
cg14388155,chr8,125315228,S_Shore,,,hg19,AGEepi,-1
cg17200049,chr13,112772853,OpenSea,,,hg19,AGEepi,1
cg07410597,chr3,66404129,OpenSea,SLC25A26;SLC25A26;SLC25A26,Body;Body;Body,hg19,AGEepi,1
cg12923203,chr15,90771952,OpenSea,SEMA4B;SEMA4B,3'UTR;3'UTR,hg19,AGEepi,-1
cg07302910,chr10,118891355,N_Shore,VAX1,3'UTR,hg19,AGEepi,1
cg06330917,chr1,111777560,OpenSea,CHI3L2;CHI3L2;CHI3L2,Body;Body;Body,hg19,AGEepi,1
cg16116271,chr14,24608622,N_Shore,EMC9,Body,hg19,AGEepi,-1
cg25250431,chr6,31766239,S_Shelf,LSM2,Body,hg19,AGEepi,1
cg26639951,chr2,110874706,S_Shore,MALL,TSS1500,hg19,AGEepi,1
cg04809904,chr2,219231526,N_Shore,C2orf62,Body,hg19,AGEepi,1
cg20630207,chr19,14640235,Island,TECR;MIR639,TSS200;TSS200,hg19,AGEepi,-1
cg23263967,chr10,119728240,OpenSea,,,hg19,AGEepi,1
cg17802296,chr2,142976312,OpenSea,,,hg19,AGEepi,1
cg02555807,chr15,40615100,Island,,,hg19,AGEepi,1
cg10888052,chr14,97290856,OpenSea,VRK1,5'UTR,hg19,AGEepi,1
cg06355870,chr11,126763446,OpenSea,KIRREL3;KIRREL3,Body;Body,hg19,AGEepi,1
cg17828999,chr14,89878824,N_Shelf,FOXN3;FOXN3;FOXN3;FOXN3,ExonBnd;ExonBnd;5'UTR;5'UTR,hg19,AGEepi,1
cg22907490,chr11,102062718,OpenSea,YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1,Body;Body;Body;Body;Body;Body;Body;Body;Body,hg19,AGEepi,1
cg23751557,chr15,71730413,OpenSea,THSD4,Body,hg19,AGEepi,-1
cg18486644,chr6,68598858,OpenSea,,,hg19,AGEepi,-1
cg08729793,chr4,39466816,OpenSea,LIAS;LIAS;LIAS;LIAS;LIAS;LIAS;MIR1273H,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body,hg19,AGEepi,1
cg12544243,chr19,1005641,N_Shore,GRIN3B,Body,hg19,AGEepi,-1
cg03735656,chr8,143859906,S_Shore,LYNX1;LYNX1;LYNX1;LYNX1,TSS1500;TSS1500;TSS1500;TSS1500,hg19,AGEepi,-1
cg12904274,chr1,27888067,OpenSea,AHDC1,5'UTR,hg19,AGEepi,1
cg17199028,chr19,3713334,OpenSea,TJP3,5'UTR,hg19,AGEepi,-1
cg04788993,chr13,31800059,OpenSea,B3GALTL,Body,hg19,AGEepi,1
cg20288752,chr1,28055112,S_Shelf,FAM76A;FAM76A;FAM76A;FAM76A;FAM76A,Body;Body;Body;Body;Body,hg19,AGEepi,1
cg16644967,chr16,86962747,N_Shelf,,,hg19,AGEepi,1
cg17982011,chr17,38179413,OpenSea,MED24;MED24;MED24;MED24,Body;Body;Body;Body,hg19,AGEepi,-1
cg04950059,chr1,235561099,OpenSea,TBCE;TBCE;TBCE;TBCE,Body;Body;Body;5'UTR,hg19,AGEepi,1
cg14839656,chr12,112124200,S_Shore,ACAD10;ACAD10;BRAP,5'UTR;5'UTR;TSS1500,hg19,AGEepi,-1
cg00170438,chr20,60792389,N_Shore,HRH3,Body,hg19,AGEepi,-1
cg26755504,chr9,131446290,OpenSea,SET;SET,TSS1500;Body,hg19,AGEepi,-1
cg04184278,chr12,21757759,OpenSea,GYS2;GYS2,5'UTR;1stExon,hg19,AGEepi,1
cg18144632,chr11,2964839,N_Shore,,,hg19,AGEepi,-1
cg05937873,chr6,30710952,Island,FLOT1,TSS1500,hg19,AGEepi,-1
cg00269033,chr16,4806079,S_Shelf,ZNF500,Body,hg19,AGEepi,1
cg27590377,chr12,9852435,OpenSea,,,hg19,AGEepi,-1
cg06312254,chr3,164911348,OpenSea,SLITRK3,5'UTR,hg19,AGEepi,1
cg06922606,chr16,10274632,Island,GRIN2A;GRIN2A;GRIN2A,5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg24315973,chr4,106631934,S_Shore,GSTCD;GSTCD,TSS200;5'UTR,hg19,AGEepi,1
cg20821271,chr18,77869238,OpenSea,ADNP2,5'UTR,hg19,AGEepi,1
cg06092094,chr22,37344542,OpenSea,,,hg19,AGEepi,1
cg01595844,chr1,234781920,OpenSea,LOC101927787,TSS200,hg19,AGEepi,1
cg06388223,chr2,104984670,OpenSea,,,hg19,AGEepi,1
cg04036329,chr17,19771783,Island,ULK2;ULK2,TSS1500;TSS1500,hg19,AGEepi,1
cg04771133,chr4,960234,N_Shore,DGKQ,Body,hg19,AGEepi,1
cg07048244,chr7,4877722,S_Shore,RADIL,Body,hg19,AGEepi,1
cg06123581,chr12,67428118,OpenSea,,,hg19,AGEepi,1
cg26661922,chr16,69951820,OpenSea,WWP2,Body,hg19,AGEepi,1
cg27389454,chr19,55797178,N_Shore,BRSK1,Body,hg19,AGEepi,1
cg21451341,chr19,54653334,OpenSea,CNOT3,Body,hg19,AGEepi,1
cg19039116,chr8,103581449,OpenSea,,,hg19,AGEepi,1
cg02710090,chr1,207225128,N_Shore,PFKFB2;PFKFB2;YOD1,TSS1500;TSS1500;TSS1500,hg19,AGEepi,1
cg19791780,chr11,72136395,OpenSea,CLPB;CLPB;CLPB;CLPB,Body;Body;Body;Body,hg19,AGEepi,1
cg21115990,chr11,68079081,N_Shore,LRP5;LRP5,TSS1500;TSS1500,hg19,AGEepi,-1
cg13941306,chr19,907556,OpenSea,R3HDM4,Body,hg19,AGEepi,-1
cg01176329,chr6,29592381,N_Shelf,GABBR1;GABBR1;GABBR1,Body;Body;Body,hg19,AGEepi,1
cg18581950,chr2,219124271,OpenSea,GPBAR1;GPBAR1;GPBAR1,TSS1500;TSS1500;TSS1500,hg19,AGEepi,-1
cg23209606,chr1,8515930,OpenSea,RERE;RERE,Body;Body,hg19,AGEepi,-1
cg06509100,chr1,110465175,OpenSea,CSF1;CSF1;CSF1;CSF1,Body;Body;Body;Body,hg19,AGEepi,-1
cg08416023,chr4,4404735,OpenSea,D4S234E;D4S234E,Body;Body,hg19,AGEepi,1
cg15970565,chr12,52615715,OpenSea,LINC00592,Body,hg19,AGEepi,-1
cg21066515,chr13,100636875,S_Shore,ZIC2,Body,hg19,AGEepi,1
cg02590409,chr12,34506462,S_Shelf,,,hg19,AGEepi,1
cg22671732,chr4,40194429,OpenSea,RHOH;RHOH;RHOH;RHOH;RHOH;RHOH,TSS1500;TSS200;TSS200;TSS200;TSS200;5'UTR,hg19,AGEepi,-1
cg07266855,chr10,103519268,OpenSea,,,hg19,AGEepi,1
cg24609553,chr17,38496799,N_Shore,RARA;RARA;RARA;RARA,TSS1500;Body;Body;Body,hg19,AGEepi,1
cg25665528,chr16,2260870,N_Shelf,C16orf79;C16orf79,1stExon;5'UTR,hg19,AGEepi,-1
cg17505469,chr10,8373450,OpenSea,,,hg19,AGEepi,-1
cg21135163,chr10,5758036,OpenSea,FAM208B,5'UTR,hg19,AGEepi,1
cg06920913,chr19,18836556,OpenSea,CRTC1;CRTC1,Body;Body,hg19,AGEepi,1
cg22785157,chr2,207138169,N_Shore,ZDBF2,TSS1500,hg19,AGEepi,1
cg00947859,chr21,46067411,OpenSea,KRTAP10-11;KRTAP10-11;C21orf29,1stExon;3'UTR;Body,hg19,AGEepi,1
cg03411865,chr6,166829166,S_Shelf,RPS6KA2;RPS6KA2,Body;Body,hg19,AGEepi,-1
cg11301060,chr17,79803202,N_Shore,P4HB,Body,hg19,AGEepi,1
cg20488913,chr1,66837623,OpenSea,PDE4B;PDE4B;PDE4B;PDE4B;PDE4B;PDE4B;PDE4B,Body;Body;Body;Body;Body;Body;Body,hg19,AGEepi,1
cg01702356,chr8,143811384,S_Shelf,C8orf55,Body,hg19,AGEepi,-1
cg17820299,chr22,43011819,S_Shore,POLDIP3;POLDIP3,TSS1500;TSS1500,hg19,AGEepi,-1
cg07715432,chr16,9200937,OpenSea,C16orf72,Body,hg19,AGEepi,1
cg05504085,chr19,15575652,OpenSea,RASAL3,TSS1500,hg19,AGEepi,1
cg03237892,chr17,40607657,N_Shelf,,,hg19,AGEepi,1
cg26969933,chr6,31629900,S_Shore,C6orf47;BAT4,TSS1500;3'UTR,hg19,AGEepi,1
cg21528781,chr7,148715406,OpenSea,PDIA4,Body,hg19,AGEepi,1
cg03751816,chr8,53608240,OpenSea,RB1CC1;RB1CC1,5'UTR;5'UTR,hg19,AGEepi,1
cg25715035,chr4,81951073,N_Shore,BMP3,TSS1500,hg19,AGEepi,-1
cg03209258,chr2,39225075,OpenSea,SOS1,Body,hg19,AGEepi,1
cg08376833,chr18,29571581,OpenSea,,,hg19,AGEepi,1
cg21506528,chr18,8868341,OpenSea,,,hg19,AGEepi,1
cg16525035,chr3,172302423,OpenSea,,,hg19,AGEepi,1
cg16602295,chr4,38152193,OpenSea,,,hg19,AGEepi,-1
cg17680767,chr5,73623208,OpenSea,,,hg19,AGEepi,-1
cg07013325,chr17,2310856,OpenSea,LOC284009,Body,hg19,AGEepi,1
cg26607686,chr12,56514081,S_Shore,ZC3H10;ZC3H10;ZC3H10,5'UTR;5'UTR;5'UTR,hg19,AGEepi,1
cg19175364,chr17,7249511,N_Shelf,ACAP1,Body,hg19,AGEepi,-1
cg24278283,chr13,98227484,OpenSea,,,hg19,AGEepi,1
cg03227991,chr1,76255065,OpenSea,RABGGTB;RABGGTB;SNORD45B,Body;Body;TSS200,hg19,AGEepi,-1
cg10168419,chr8,43059945,Island,,,hg19,AGEepi,1
cg06371243,chr10,75950020,OpenSea,ADK;ADK;ADK;ADK,Body;Body;Body;Body,hg19,AGEepi,-1
cg17064434,chr2,172958353,N_Shore,,,hg19,AGEepi,1
cg25410900,chr12,90321249,OpenSea,,,hg19,AGEepi,-1
cg09232958,chr12,122753443,S_Shelf,,,hg19,AGEepi,-1
cg05158854,chr14,96729656,OpenSea,BDKRB1,5'UTR,hg19,AGEepi,1
cg27000590,chr8,8182003,OpenSea,PRAGMIN,Body,hg19,AGEepi,-1
cg17010445,chr1,1688716,N_Shelf,NADK;NADK;NADK;NADK,Body;Body;Body;Body,hg19,AGEepi,-1
cg14043335,chr19,18607546,OpenSea,ELL,Body,hg19,AGEepi,-1
cg08320010,chr2,68704403,OpenSea,APLF,Body,hg19,AGEepi,1
cg17846460,chr11,65407213,N_Shore,SIPA1;SIPA1,5'UTR;TSS1500,hg19,AGEepi,-1
cg18805606,chr2,201390488,N_Shore,SGOL2;SGOL2;SGOL2,TSS1500;TSS1500;TSS1500,hg19,AGEepi,-1
cg09451775,chr2,170217207,N_Shore,LRP2,Body,hg19,AGEepi,1
cg10804608,chr6,86200374,OpenSea,NT5E;NT5E;NT5E,ExonBnd;Body;Body,hg19,AGEepi,1
cg11580948,chr4,81188405,S_Shore,FGF5;FGF5,Body;Body,hg19,AGEepi,1
cg17343695,chr8,143170798,OpenSea,,,hg19,AGEepi,1
cg18898088,chr8,101484386,OpenSea,,,hg19,AGEepi,-1
cg08037727,chr3,194877199,OpenSea,C3orf21,Body,hg19,AGEepi,1
cg21008998,chr22,32134789,OpenSea,PRR14L,Body,hg19,AGEepi,1
cg23259092,chr6,42036910,OpenSea,TAF8,Body,hg19,AGEepi,-1
cg10376026,chr2,89035483,OpenSea,RPIA,Body,hg19,AGEepi,1
cg17279557,chr4,87927655,N_Shore,AFF1;AFF1,Body;TSS1500,hg19,AGEepi,-1
cg03299838,chr9,135996055,Island,RALGDS;RALGDS,Body;Body,hg19,AGEepi,1
cg04004744,chr6,22190121,OpenSea,FLJ22536,Body,hg19,AGEepi,-1
cg22916338,chr5,141160077,OpenSea,,,hg19,AGEepi,1
